place_id,name,primary_type,types,formatted_address,lat,lng,national_phone,email,website_uri,subject,body
ChIJCUyBBTq1RIYRrugHLlqUjac,Austin Gyro Halal,gyro_restaurant,gyro_restaurant|restaurant|food|point_of_interest|establishment,"701 Trinity St, Austin, TX 78701, USA",30.268031,-97.73884009999999,(512) 382-0138,,,,
ChIJQSPEJCLoS4YRDW8C8uA6eck,Winfield Barbers and Stylist,barber_shop,barber_shop|health|hair_care|service|point_of_interest|establishment,"100 US-67, Winfield, TX 75493, USA",33.170876899999996,-95.1116018,(903) 524-2070,,,,
ChIJM9X4oKgOTIYR3TFgJ32hKGs,Country Cutter Barber Shop,barber_shop,barber_shop|health|hair_care|service|point_of_interest|establishment,"300 W Princeton Dr Ste 3, Princeton, TX 75407, USA",33.174989499999995,-96.50340179999999,(972) 736-2498,,,,
ChIJIaS3Np_jW4YR7XTpxmKQBI8,Hill Country Fades Barbershop,barber_shop,barber_shop|health|hair_care|service|point_of_interest|establishment,"93 Coronado Dr N #4, Kerrville, TX 78028, USA",30.067604,-99.17774899999999,(830) 315-2171,,,,
ChIJfTKpU79PWoYRz6kssHhnMAQ,Headquarters Hair Salon,barber_shop,barber_shop|health|hair_care|service|point_of_interest|establishment,"609 W Young St, Llano, TX 78643, USA",30.7597138,-98.68242389999999,(325) 247-5153,,,,
ChIJ4bxGbXklOYYR-rrtnWkrfgM,Highway 69 Barbershop and Salon,barber_shop,barber_shop|hair_salon|health|hair_care|service|point_of_interest|establishment,"809 US-69, Kountze, TX 77625, USA",30.289731099999994,-94.2366052,,,,,
ChIJ8_vMcnatT4YRqEMYIfqyzVo,Hair Cuts- Etc. Barbershop.,barber_shop,barber_shop|hair_care|health|point_of_interest|service|establishment,"State Hwy 171, Itasca, TX 76055, USA",32.129299599999996,-97.2260168,(254) 687-9848,,,,
ChIJLfdCD221RIYRiw0gcBMie-o,Country Cutz Barbershop South Austin,barber_shop,barber_shop|hair_care|health|point_of_interest|service|establishment,"5316 Menchaca Rd, Austin, TX 78745, USA",30.218246999999998,-97.7963197,(512) 375-8142,,,,
ChIJ1fla90XBW4YROqPuw8ij7YY,Timeless Trimz,barber_shop,barber_shop|hair_care|health|point_of_interest|service|establishment,"1568 S US Hwy 87, Fredericksburg, TX 78624, USA",30.249930400000004,-98.8714308,(830) 955-5303,,,,
ChIJi9RVgz6nOIYRK2ZloUdnjIo,Kristi's Barber Shop,barber_shop,barber_shop|hair_care|health|point_of_interest|service|establishment,"18162 TX-321, Dayton, TX 77535, USA",30.2545902,-94.9693897,(281) 592-5433,,,,
ChIJAdYmnXHBW4YROWUrE-pGnM4,Fredericksburg Barbershop,barber_shop,barber_shop|hair_care|health|point_of_interest|service|establishment,"1403 E Main St Apt #1, Fredericksburg, TX 78624, USA",30.258613,-98.85434579999999,(830) 307-3366,,,,
ChIJU3fXSoy7SIYR61PF79Q_OcU,Randall's Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"103 S Mount St, Fairfield, TX 75840, USA",31.7261253,-96.16074040000001,(903) 644-8875,,,,
ChIJO4FjISaoQIYR1baiNbKmn9w,Ruby's Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"502 Runneburg Rd, Crosby, TX 77532, USA",29.9114568,-95.0635581,(281) 328-1216,,,,
ChIJt7r2dJ_9SIYR-jiWNLlrw_o,Hank's Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"202 Madole St, Athens, TX 75751, USA",32.199313599999996,-95.85314249999999,(903) 675-1142,,,,
ChIJuRUQexj2SYYRW9-5r8Q-aJs,Best Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"210 E Elm St, Winnsboro, TX 75494, USA",32.9576767,-95.2884247,(903) 975-4530,,,,
ChIJL96LfS4QVoYRZFFy0rtdRMA,Les's Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"1105 Lamar St, Sweetwater, TX 79556, USA",32.4586326,-100.4005655,(325) 235-9050,,,,
ChIJAY61sJxJXIYRLLt5S7ux-_k,Littleton Barber Shop,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"Lytle, TX 78052, USA",29.2332635,-98.7967082,,,,,
ChIJL6vvXAPlWoYR2LkIguXmKXQ,HULLUM'S BARBERSHOP,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"210 S Main St, Burnet, TX 78611, USA",30.757046999999996,-98.227614,,,,,
ChIJ-fdIoK7LTYYRadwoHpcL15Q,The Denton Barber Company,barber_shop,barber_shop|hair_care|health|service|point_of_interest|establishment,"517 S Locust St, Denton, TX 76201, USA",33.210088999999996,-97.13196190000001,(940) 218-1800,,,,
ChIJ0yj_gmchYYYRStuiLF8Higs,Tacos Don Milo,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"7200 Santa Maria Ave, Laredo, TX 78041, USA",27.567749499999998,-99.50420919999999,(956) 977-0080,,,,
ChIJfWwQA5XfYIYR9XixJRBX6Hg,La Conquista Mexican Food Truck,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"Laredo, TX 78045, USA",27.610494,-99.50729539999999,(956) 220-9171,,,,
ChIJi4L-x8cgYYYRKaxCOmHJ2n4,Tacos Kissi Restaurant,mexican_restaurant,mexican_restaurant|sushi_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,"1705 E Del Mar Blvd Ste 110B, Laredo, TX 78041, USA",27.5754749,-99.4686246,(956) 795-1709,,,,
ChIJ1U73LwIhYYYR5SRdfPzGr14,Tacos al Carbon by Rincon,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"310 E Saunders St, Laredo, TX 78041, USA",27.5309933,-99.4931785,(956) 441-1254,,,,
ChIJl_ZJr90jYYYRAjZuLDtLMfE,Ay Carbon Tacos and Hamburguesas,taco_restaurant,taco_restaurant|hamburger_restaurant|american_restaurant|mexican_restaurant|restaurant|food|point_of_interest|establishment,"320 N Meadow Ave, Laredo, TX 78040, USA",27.4988885,-99.48054119999999,(956) 568-0217,,,,
ChIJmwmbkGQhYYYRncZws_0qhP8,Los regios,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"3502 E Del Mar Blvd, Laredo, TX 78041, USA",27.5836221,-99.4488119,(956) 754-1258,,,,
ChIJqWMvzRgjYYYRXO0pMHN1ABU,Mikey's Tacos,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"1016 Iturbide St #3, Laredo, TX 78040, USA",27.503901799999998,-99.50651239999999,(956) 568-7299,,,,
ChIJ6633lGMjYYYRqOO4YDS51WA,OK Taco,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"2305 Zapata Hwy, Laredo, TX 78046, USA",27.47639,-99.4741844,(956) 251-9179,,,,
ChIJhyxdOGAhYYYRlNpj2fG_7LA,Leoncillos Mexican Food Truck,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"215 Clark Blvd, Laredo, TX 78040, USA",27.515997199999997,-99.49440419999999,(956) 308-4273,,,,
ChIJlW2UILYhYYYRw4N7WMm9CO8,Taco María,restaurant,restaurant|food|point_of_interest|establishment,"1418 Santa Ursula Ave, Laredo, TX 78040, USA",27.512270599999997,-99.50383889999999,(956) 898-8586,,,,
ChIJRyrEuHYhYYYRvud9y4OgomE,Lilys Food Stand,meal_takeaway,meal_takeaway|restaurant|food|point_of_interest|establishment,"101 W Lyon St, Laredo, TX 78040, USA",27.5221435,-99.49606179999999,(956) 712-3717,,,,
ChIJ5Y91y2UgYYYRszoW-o0042Q,Laredo Fuel Center,restaurant,restaurant|food|point_of_interest|establishment,"8852 Mines Rd, Laredo, TX 78045, USA",27.5823204,-99.50874019999999,(956) 717-8552,,,,
ChIJl4lXrpXfYIYRqQyIS3LnyBE,Speedy Tacos,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"Uniroyal Dr, Laredo, TX 78045, USA",27.684303,-99.45612919999999,(956) 333-3590,,,,
ChIJB2fnsX0hYYYR9ARvt9b9XQE,CANTU'S TACOS,restaurant,restaurant|food|point_of_interest|establishment,"Springfield Ave, Laredo, TX 78040, USA",27.5086901,-99.4929988,,,,,
ChIJ-ZO-TdUhYYYRTtz05SV0rmw,El Gym Taqueria & Snacks,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"1002 Santa Ursula Ave, Laredo, TX 78040, USA",27.5080326,-99.50386759999999,(956) 308-2650,,,,
ChIJuwkiUogjYYYRaqiPKHhsXl4,tacos al carbón,restaurant,restaurant|food|point_of_interest|establishment,"1502 S Zapata Hwy # B, Laredo, TX 78046, USA",27.4839368,-99.4722659,(956) 602-1515,,,,
ChIJ6_b37XshYYYRqi7DAqTJTYY,Mike's Lunch Stand,restaurant,restaurant|food|point_of_interest|establishment,"1816 Marcella Ave, Laredo, TX 78040, USA",27.5127165,-99.4939959,(956) 727-2216,,,,
ChIJi7GoRmQhYYYRrAdO1bzwqSA,Los Tacos del Pepe,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"5517 McPherson Rd STE 7, Laredo, TX 78041, USA",27.5499846,-99.48081189999999,(956) 480-2653,,,,
ChIJWfp3At8jYYYRnr9LEmzR5N8,Taquitos Ravi Restaurant,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"1420 Market St, Laredo, TX 78040, USA",27.5040752,-99.4815759,(956) 722-4455,,,,
ChIJj_liF5shYYYR9cwNpWLBCfk,Taqueria Coyutla,restaurant,restaurant|taco_restaurant|mexican_restaurant|food|point_of_interest|establishment,"4120 San Bernardo Ave, Laredo, TX 78041, USA",27.5371813,-99.50459040000001,(956) 724-1000,,,,
ChIJ9_wRyeEjYYYRt-5cMmwSweg,Taqueria Ruiz,restaurant,restaurant|food|point_of_interest|establishment,"2101 Guadalupe St, Laredo, TX 78043, USA",27.506316700000003,-99.4750564,(956) 775-7920,,,,
ChIJmdVXG58hYYYRClbcXjkocvo,Taquitos Ravi Restaurant,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"2919 San Bernardo Ave, Laredo, TX 78040, USA",27.5261645,-99.5042113,(956) 728-7473,,,,
ChIJJxCOhTchYYYRBkrZ5g0Vtq0,Los Nopales,restaurant,restaurant|food|point_of_interest|establishment,"1001 Bristol Rd Ste #1, Laredo, TX 78045, USA",27.5848777,-99.51069389999999,,,,,
ChIJ3TmNbZghYYYROMvHJczhnH8,Tacos Las Amigas,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"3104 Santa Maria Ave, Laredo, TX 78040, USA",27.5275856,-99.51028889999999,(956) 712-8166,,,,
ChIJ5S5XRZkhYYYRvjAte6y5CyA,Tacos Boris,taco_restaurant,taco_restaurant|restaurant|food|point_of_interest|establishment,"1107 Jefferson St, Laredo, TX 78040, USA",27.5234533,-99.506902,(956) 602-5915,,,,
ChIJvQTIGQAhYYYRKfvvXUDJEy8,El Mana Mexican Food Truck,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"803 Clark Blvd, Laredo, TX 78040, USA",27.5163753,-99.488272,(956) 531-7179,,,,
ChIJCU8siZkhYYYR7xTIezhcFGU,Rolando's Restaurant,mexican_restaurant,mexican_restaurant|restaurant|food|point_of_interest|establishment,"2601 Santa Maria Ave, Laredo, TX 78040, USA",27.522872999999997,-99.509852,(956) 725-0938,,,,
ChIJUZfdLq5t_oYR9DWrBQoVVZk,Stevens Small Engine Repair,service,point_of_interest|service|establishment,"2626 20th St REAR, Lubbock, TX 79410, USA",33.5768479,-101.8746738,(806) 300-1377,,,,
ChIJI6RDYCgL_oYReJy_92zZh4A,Cruz's Bicycle & Lawnmower Rpr,store,store|point_of_interest|establishment,"9405 21st St, Lubbock, TX 79407, USA",33.5746866,-102.02312970000001,(806) 795-4331,,,,
ChIJ5VvjTQBv_oYRI1I8ezUQAq0,Flatland mechanic,service,point_of_interest|service|establishment,"1804 E Private Rd 7340, Lubbock, TX 79404, USA",33.4829704,-101.81541240000001,,,,,
ChIJCTEWUvoT_oYRzlH-6mGDR2A,Price's Repair,service,point_of_interest|service|establishment,"1833 N University Ave, Lubbock, TX 79415, USA",33.6194135,-101.8710006,(806) 763-3427,,,,
ChIJFagWaCFb54YRuJcJ8Twqxx0,Happy Nails & Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"1111 Hawkins Blvd Ste 5-B, El Paso, TX 79925, USA",31.772727600000003,-106.3776611,(915) 800-1002,,,,
ChIJPTdPbKRB54YRshE09Ol7po4,Honeybee Nail Spa - Non Toxic Nail Salon,nail_salon,nail_salon|massage_spa|beauty_salon|massage|spa|point_of_interest|service|establishment,"13034 Eastlake Blvd Ste H, El Paso, TX 79928, USA",31.698606299999998,-106.22666199999999,(915) 300-0381,,,,
ChIJ_c-302tD54YRETXXYaJCg8Y,LEGACY NAILS AND SPA,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"1346 Lee Trevino Dr #106-107, El Paso, TX 79936, USA",31.7423113,-106.3215922,(915) 591-0183,,,,
ChIJpQOlpzFa54YRc686i-LdDnE,Jersey Nails & Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"907 Chelsea St, El Paso, TX 79903, USA",31.7827348,-106.4258945,(915) 316-5650,,,,
ChIJxUjsIopb54YRMzC-ynhzdfk,K & K Nail and Lashes,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"6316 Edgemere Blvd, El Paso, TX 79925, USA",31.7833662,-106.40500109999999,(915) 222-8269,,,,
ChIJ1wpuab5b54YRT_nm8TLp-0g,DIAMOND NAILS & SPA,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"6100 Montana Ave G, El Paso, TX 79925, USA",31.785764099999998,-106.41192459999999,(915) 771-0299,,,,
ChIJXWfM2IpD54YREaaiihh-Cpw,Milano Nails Lounge,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"12261 Eastlake Blvd Ste 505, El Paso, TX 79928, USA",31.691174800000002,-106.2629948,(915) 888-0414,,,,
ChIJtzPLHH9D54YRbv0ruOOo-As,Niki Nail Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"1485 George Dieter Dr, El Paso, TX 79936, USA",31.7432864,-106.3025359,(915) 594-3993,,,,
ChIJBQV5rsFb54YRJPv3aQRi36E,Dirty Nails,beauty_salon,beauty_salon|point_of_interest|service|establishment,"6213 Airport Rd, El Paso, TX 79925, USA",31.7883389,-106.4093829,(915) 275-4196,,,,
ChIJG9qMIaFZ54YRk8Oydw4hDbE,The Nail Haven,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"518 W San Antonio Ave G, El Paso, TX 79901, USA",31.756083399999994,-106.493747,(915) 309-6990,,,,
ChIJ-9qvyS1E54YRa1QImvjHwNE,Miracle Nail Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"El Dorado Plaza, 12370 Edgemere Blvd #104, El Paso, TX 79938, USA",31.791833299999997,-106.26166669999999,(915) 921-9995,,,,
ChIJ4U4QSBlD54YRHKyn7fH2BPY,Fancy Nail Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"8825 N Loop Dr, El Paso, TX 79907, USA",31.706771,-106.31752499999999,(915) 859-9991,,,,
ChIJcTctQ2RD54YRVJm-_JkWDV0,A-1 NAIL SPA,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"1155 N Zaragoza Rd A107, El Paso, TX 79907, USA",31.7168918,-106.30844599999999,(915) 329-1974,,,,
ChIJZaeSH0lD54YRsxlB-fPyViA,Luxury Nails,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"1568 Joe Battle Blvd #105, El Paso, TX 79936, USA",31.739093699999998,-106.2665328,(915) 855-0013,,,,
ChIJgf_xuC9a54YR4iRYWzVUZQk,W-nails Salon & Spa,nail_salon,nail_salon|beauty_salon|point_of_interest|service|establishment,"4832 Montana Ave, El Paso, TX 79903, USA",31.7832552,-106.43020059999999,(915) 564-3593,,,,
